name,networth,citizenship,industry
Elon Musk,219000.0,United States,Automotive
Jeff Bezos,171000.0,United States,Technology
Bernard Arnault & family,158000.0,France,Fashion & Retail
Bill Gates,129000.0,United States,Technology
Warren Buffett,118000.0,United States,Finance & Investments
Larry Page,111000.0,United States,Technology
Sergey Brin,107000.0,United States,Technology
Larry Ellison,106000.0,United States,Technology
Steve Ballmer,91400.0,United States,Technology
Mukesh Ambani,90700.0,India,Diversified
Gautam Adani & family,90000.0,India,Diversified
Michael Bloomberg,82000.0,United States,Media & Entertainment
Carlos Slim Helu & family,81200.0,Mexico,Telecom
Francoise Bettencourt Meyers & family,74800.0,France,Fashion & Retail
Mark Zuckerberg,67300.0,United States,Technology
Jim Walton,66200.0,United States,Fashion & Retail
Zhong Shanshan,65700.0,China,Food & Beverage
Alice Walton,65300.0,United States,Fashion & Retail
Rob Walton,65000.0,United States,Fashion & Retail
Changpeng Zhao,65000.0,Canada,Finance & Investments
Charles Koch,60000.0,United States,Diversified
Julia Koch & family,60000.0,United States,Diversified
Amancio Ortega,59600.0,Spain,Fashion & Retail
Michael Dell,55100.0,United States,Technology
Zhang Yiming,50000.0,China,Media & Entertainment
David Thomson & family,49200.0,Canada,Media & Entertainment
Phil Knight & family,47300.0,United States,Fashion & Retail
Dieter Schwarz,47100.0,Germany,Fashion & Retail
Robin Zeng,44800.0,Hong Kong,Automotive
MacKenzie Scott,43600.0,United States,Technology
Rodolphe Saadé & family,41400.0,France,Logistics
François Pinault & family,40400.0,France,Fashion & Retail
Klaus-Michael Kuehne,37300.0,Germany,Logistics
Ma Huateng,37200.0,China,Technology
Beate Heister & Karl Albrecht Jr. & family,36800.0,Germany,Fashion & Retail
Giovanni Ferrero,36200.0,Italy,Food & Beverage
Li Ka-shing,34800.0,Hong Kong,Diversified
Stephen Schwarzman,34800.0,United States,Finance & Investments
Lee Shau Kee,32600.0,Hong Kong,Real Estate
Len Blavatnik,32500.0,United States,Diversified
Jacqueline Mars,31700.0,United States,Food & Beverage
John Mars,31700.0,United States,Food & Beverage
Alain Wertheimer,31200.0,France,Fashion & Retail
Gerard Wertheimer,31200.0,France,Fashion & Retail
German Larrea Mota Velasco & family,30800.0,Mexico,Metals & Mining
Gina Rinehart,30200.0,Australia,Metals & Mining
Shiv Nadar,28700.0,India,Technology
Jim Simons,28600.0,United States,Finance & Investments
He Xiangjian,28300.0,China,Manufacturing
Miriam Adelson,27500.0,United States,Gambling & Casinos
Dietrich Mateschitz,27400.0,Austria,Food & Beverage
Leonardo Del Vecchio & family,27300.0,Italy,Fashion & Retail
Ken Griffin,27200.0,United States,Finance & Investments
Tadashi Yanai & family,26100.0,Japan,Fashion & Retail
William Lei Ding,25200.0,China,Technology
Susanne Klatten,24300.0,Germany,Automotive
Cyrus Poonawalla,24300.0,India,Healthcare
Wang Wei,24300.0,China,Service
Qin Yinglin,24100.0,China,Food & Beverage
Sam Bankman-Fried,24000.0,United States,Finance & Investments
Takemitsu Takizaki,23900.0,Japan,Manufacturing
Li Shufu,23700.0,China,Automotive
Emmanuel Besnier,23500.0,France,Food & Beverage
R. Budi Hartono,23200.0,Indonesia,Finance & Investments
Leonard Lauder,23100.0,United States,Fashion & Retail
Guillaume Pousaz,23000.0,Switzerland,Finance & Investments
Iris Fontbona & family,22800.0,Chile,Metals & Mining
Jack Ma,22800.0,China,Technology
Michael Hartono,22300.0,Indonesia,Manufacturing
Eric Schmidt,22100.0,United States,Technology
Ray Dalio,22000.0,United States,Finance & Investments
Daniel Gilbert,22000.0,United States,Finance & Investments
"Thomas Frist, Jr. & family",21800.0,United States,Healthcare
Masayoshi Son,21300.0,Japan,Telecom
Abigail Johnson,21200.0,United States,Finance & Investments
Rupert Murdoch & family,20800.0,United States,Media & Entertainment
Stefan Quandt,20700.0,Germany,Automotive
Jensen Huang,20600.0,United States,Technology
Huang Shilin,20300.0,China,Automotive
Thomas Peterffy,20100.0,United States,Finance & Investments
Radhakishan Damani,20000.0,India,Fashion & Retail
Pang Kang,19600.0,China,Food & Beverage
Wang Chuanfu,19500.0,China,Automotive
Reinhold Wuerth & family,19000.0,Germany,Manufacturing
"Theo Albrecht, Jr. & family",18700.0,Germany,Fashion & Retail
Yang Huiyan & family,18700.0,China,Real Estate
Vladimir Lisin,18400.0,Russia,Metals & Mining
Fan Hongwei & family,18200.0,China,Energy
Lakshmi Mittal,17900.0,India,Metals & Mining
Andrew Forrest,17800.0,Australia,Metals & Mining
Jiang Rensheng & family,17700.0,China,Healthcare
Savitri Jindal & family,17700.0,India,Metals & Mining
Wang Wenyin,17700.0,China,Metals & Mining
Li Xiting,17600.0,Singapore,Healthcare
Stefan Persson,17600.0,Sweden,Fashion & Retail
Steve Cohen,17400.0,United States,Finance & Investments
Vladimir Potanin,17300.0,Russia,Metals & Mining
Harold Hamm & family,17200.0,United States,Energy
Sun Piaoyang,17100.0,China,Healthcare
Luo Liguo & family,17000.0,China,Manufacturing
Peter Woo,17000.0,Hong Kong,Real Estate
Gianluigi & Rafaela Aponte,16800.0,Switzerland,Logistics
David Tepper,16700.0,United States,Finance & Investments
Renata Kellnerova & family,16600.0,Czechia,Finance & Investments
"John Menard, Jr.",16600.0,United States,Fashion & Retail
Kumar Birla,16500.0,India,Diversified
Carl Icahn,16500.0,United States,Finance & Investments
Hank & Doug Meijer,16500.0,United States,Fashion & Retail
Lukas Walton,16500.0,United States,Fashion & Retail
Laurene Powell Jobs & family,16400.0,United States,Technology
James Ratcliffe,16300.0,United Kingdom,Manufacturing
Donald Bren,16200.0,United States,Real Estate
Xu Hang,16100.0,Hong Kong,Healthcare
Lu Xiangyang,15700.0,China,Automotive
Dilip Shanghvi,15600.0,India,Healthcare
Wei Jianjun & family,15500.0,China,Automotive
Jorge Paulo Lemann & family,15400.0,Brazil,Food & Beverage
Eyal Ofer,15400.0,Israel,Diversified
Mike Cannon-Brookes,15300.0,Australia,Technology
Wu Yajun,15300.0,China,Real Estate
Charlene de Carvalho-Heineken & family,15200.0,Netherlands,Food & Beverage
Michael Platt,15200.0,United Kingdom,Finance & Investments
Pavel Durov,15100.0,Russia,Technology
Scott Farquhar,15100.0,Australia,Technology
Pallonji Mistry,15000.0,Ireland,Construction & Engineering
Dang Yanbao,14800.0,China,Metals & Mining
Robert Pera,14600.0,United States,Technology
Donald Newhouse,14400.0,United States,Media & Entertainment
Uday Kotak,14300.0,India,Finance & Investments
Aliko Dangote,14000.0,Nigeria,Manufacturing
Leonid Mikhelson,14000.0,Russia,Energy
Sunil Mittal & family,13900.0,India,Telecom
Robert & Philip Ng,13700.0,Singapore,Real Estate
Liu Hanyuan,13650.0,China,Food & Beverage
Joseph Lau,13600.0,Hong Kong,Real Estate
Anders Holch Povlsen,13600.0,Denmark,Fashion & Retail
Dhanin Chearavanont,13500.0,Thailand,Diversified
Gong Hongjia & family,13200.0,Hong Kong,Finance & Investments
Liu Yongxing,13200.0,China,Service
Alexey Mordashov,13200.0,Russia,Metals & Mining
Wang Jianlin,13200.0,China,Real Estate
David Duffield,12900.0,United States,Technology
Li Zhenguo & family,12900.0,China,Manufacturing
Harry Triguboff,12800.0,Australia,Real Estate
Zhang Zhidong,12800.0,China,Technology
Chen Bang,12700.0,China,Healthcare
John Doerr,12700.0,United States,Technology
Hinduja brothers,12700.0,United Kingdom,Diversified
Kwong Siu-hing,12600.0,Hong Kong,Real Estate
Pei Zhenhua,12500.0,China,Energy
Ricardo Salinas Pliego & family,12400.0,Mexico,Fashion & Retail
Jim Pattison,12200.0,Canada,Diversified
Charles Schwab,12200.0,United States,Finance & Investments
Goh Cheng Liang,12100.0,Singapore,Manufacturing
Lin Jianhua & family,12100.0,China,Manufacturing
Charoen Sirivadhanabhakdi,12000.0,Thailand,Food & Beverage
Jeff Yass,12000.0,United States,Finance & Investments
John Fredriksen,11900.0,Cyprus,Logistics
Andreas Struengmann & family,11900.0,Germany,Healthcare
Thomas Struengmann & family,11900.0,Germany,Healthcare
Mikhail Fridman,11800.0,Russia,Energy
Sarath Ratanavadi,11800.0,Thailand,Energy
Robert Kuok,11700.0,Malaysia,Diversified
Lei Jun,11700.0,China,Technology
Zhang Congyuan,11700.0,Taiwan,Fashion & Retail
Lui Che Woo,11600.0,Hong Kong,Gambling & Casinos
Brian Chesky,11500.0,United States,Technology
Israel Englander,11500.0,United States,Finance & Investments
Dustin Moskovitz,11500.0,United States,Technology
Alisher Usmanov,11500.0,Russia,Metals & Mining
Jay Chaudhry,11400.0,United States,Technology
Anthony Pratt,11400.0,Australia,Manufacturing
Colin Zheng Huang,11300.0,China,Technology
Jin Baofang,11300.0,China,Energy
Pierre Omidyar,11300.0,United States,Technology
Gennady Timchenko,11300.0,Russia,Energy
Carl Cook,11100.0,United States,Healthcare
Andrey Melnichenko,11100.0,Russia,Metals & Mining
Xing Wang,11000.0,China,Technology
Philip Anschutz,10900.0,United States,Finance & Investments
David Cheriton,10900.0,Canada,Technology
Alexander Otto,10900.0,Germany,Real Estate
Diane Hendricks,10700.0,United States,Construction & Engineering
Stanley Kroenke,10700.0,United States,Sports
Jerry Jones,10600.0,United States,Sports
Quek Leng Chan,10600.0,Malaysia,Diversified
Eduardo Saverin,10600.0,Brazil,Technology
Vagit Alekperov,10500.0,Russia,Energy
Richard Qiangdong Liu,10500.0,China,Technology
Idan Ofer,10500.0,Israel,Diversified
Melker Schorling & family,10400.0,Sweden,Finance & Investments
"Chase Coleman, III.",10300.0,United States,Finance & Investments
Shuirong Li,10300.0,China,Manufacturing
Stefano Pessina,10300.0,Monaco,Fashion & Retail
Mikhail Prokhorov,10300.0,Russia,Finance & Investments
Marcel Herrmann Telles,10300.0,Brazil,Food & Beverage
Leon Black,10000.0,United States,Finance & Investments
Joe Gebbia,10000.0,United States,Technology
David Geffen,10000.0,United States,Media & Entertainment
Yu Renrong,10000.0,China,Manufacturing
Andrew Beal,9900.0,United States,Finance & Investments
George Kaiser,9900.0,United States,Energy
Qi Shi & family,9900.0,China,Technology
Luis Carlos Sarmiento,9900.0,Colombia,Finance & Investments
Andreas von Bechtolsheim & family,9900.0,Germany,Technology
Jan Koum,9800.0,United States,Technology
Jorge Moll Filho & family,9800.0,Brazil,Healthcare
Azim Premji,9800.0,India,Technology
Finn Rausing,9800.0,Sweden,Food & Beverage
Jorn Rausing,9800.0,Sweden,Food & Beverage
Kirsten Rausing,9800.0,Sweden,Food & Beverage
Wang Laisheng,9800.0,China,Technology
Tom & Judy Love,9700.0,United States,Fashion & Retail
John Collison,9500.0,Ireland,Technology
Patrick Collison,9500.0,Ireland,Technology
Gordon Moore,9500.0,United States,Technology
Wang Laichun,9500.0,China,Technology
Graeme Hart,9400.0,New Zealand,Finance & Investments
Zheng Shuliang & family,9400.0,China,Metals & Mining
Cao Renxian,9300.0,China,Energy
Nathan Blecharczyk,9200.0,United States,Technology
James Dyson,9200.0,United Kingdom,Manufacturing
Ivan Glasenberg,9100.0,Switzerland,Metals & Mining
Kim Beom-su,9100.0,South Korea,Technology
Jay Y. Lee,9100.0,South Korea,Diversified
Liu Yonghao & family,9100.0,China,Service
Ann Walton Kroenke,9000.0,United States,Fashion & Retail
Li Ping,9000.0,Hong Kong,Automotive
Eric Wittouck,9000.0,Belgium,Finance & Investments
Ian & Richard Livingstone,8900.0,United Kingdom,Real Estate
Friedhelm Loh,8900.0,Germany,Manufacturing
Xavier Niel,8900.0,France,Telecom
Michael Otto,8900.0,Germany,Fashion & Retail
Johann Rupert & family,8900.0,South Africa,Fashion & Retail
Hui Ka Yan,8800.0,China,Real Estate
Pauline MacMillan Keinath,8800.0,United States,Food & Beverage
"Herbert Kohler, Jr. & family",8800.0,United States,Manufacturing
Li Ge,8800.0,United States,Healthcare
Kushal Pal Singh,8800.0,India,Real Estate
Zong Qinghou,8800.0,China,Food & Beverage
Cai Kui,8700.0,China,Real Estate
Charles Ergen,8700.0,United States,Media & Entertainment
Gao Jifan & family,8700.0,China,Energy
Bernard Marcus,8700.0,United States,Fashion & Retail
Nicky Oppenheimer & family,8700.0,South Africa,Metals & Mining
Bajaj brothers,8600.0,India,Diversified
"Ernest Garcia, II.",8600.0,United States,Automotive
Paul Xiaoming Lee & family,8600.0,United States,Manufacturing
George Soros,8600.0,United States,Finance & Investments
Wang Liping & family,8600.0,China,Manufacturing
Ernesto Bertarelli,8500.0,Switzerland,Healthcare
Tamara Gustavson,8500.0,United States,Service
Carlos Alberto Sicupira & family,8500.0,Brazil,Food & Beverage
Laurent Dassault,8400.0,France,Diversified
Thierry Dassault,8400.0,France,Diversified
Marie-Hélène Habert-Dassault,8400.0,France,Diversified
Liu Jincheng & family,8400.0,China,Technology
Ma Jianrong & family,8400.0,China,Fashion & Retail
Steven Rales,8400.0,United States,Manufacturing
Joseph Tsai,8400.0,Canada,Technology
Francine von Finck & family,8400.0,Germany,Finance & Investments
Anthony von Mandl,8400.0,Canada,Food & Beverage
Carl Bennet,8300.0,Sweden,Finance & Investments
Robert Kraft,8300.0,United States,Sports
Chairul Tanjung,8300.0,Indonesia,Diversified
Manuel Villar,8300.0,Philippines,Real Estate
Jean-Michel Besnier,8200.0,France,Food & Beverage
Marie Besnier Beauvalot,8200.0,France,Food & Beverage
Gustaf Douglas,8200.0,Sweden,Diversified
Kjeld Kirk Kristiansen,8200.0,Denmark,Manufacturing
Sofie Kirk Kristiansen,8200.0,Denmark,Manufacturing
Thomas Kirk Kristiansen,8200.0,Denmark,Manufacturing
Stephen Ross,8200.0,United States,Real Estate
Agnete Kirk Thinggaard,8200.0,Denmark,Manufacturing
Marc Benioff,8100.0,United States,Technology
Dmitri Bukhman,8100.0,Israel,Media & Entertainment
Igor Bukhman,8100.0,Israel,Media & Entertainment
Francis Choi,8100.0,Hong Kong,Real Estate
Murali Divi & family,8100.0,India,Healthcare
Nancy Walton Laurie,8100.0,United States,Fashion & Retail
Georg Schaeffler,8100.0,Germany,Automotive
Yao Liangsong,8100.0,China,Manufacturing
Zhong Huijuan,8100.0,China,Healthcare
Stewart & Lynda Resnick,8000.0,United States,Food & Beverage
George Roberts,8000.0,United States,Finance & Investments
Michael Rubin,8000.0,United States,Fashion & Retail
Patrick Ryan,8000.0,United States,Finance & Investments
Christopher Hohn,7900.0,United Kingdom,Finance & Investments
Marijke Mars,7900.0,United States,Food & Beverage
Pamela Mars,7900.0,United States,Food & Beverage
Valerie Mars,7900.0,United States,Food & Beverage
Victoria Mars,7900.0,United States,Food & Beverage
Hasso Plattner & family,7900.0,Germany,Technology
Georg Stumpf,7900.0,Austria,Diversified
Christy Walton,7900.0,United States,Fashion & Retail
Giorgio Armani,7800.0,Italy,Fashion & Retail
Gopikishan Damani,7800.0,India,Fashion & Retail
Ding Shizhong & family,7800.0,China,Fashion & Retail
Jim Kennedy,7800.0,United States,Media & Entertainment
German Khan,7800.0,Russia,Energy
Liang Wengen,7800.0,China,Manufacturing
Blair Parry-Okeden,7800.0,United States,Media & Entertainment
Tsai Eng-meng,7800.0,Taiwan,Food & Beverage
Bajaj siblings,7700.0,India,Automotive
Ashwin Dani & family,7700.0,India,Manufacturing
Ding Shijia,7700.0,China,Fashion & Retail
Karel Komarek,7700.0,Czechia,Gambling & Casinos
Henry Kravis,7700.0,United States,Finance & Investments
Frederik Paulsen,7700.0,Sweden,Healthcare
Safra siblings,7700.0,Brazil,Finance & Investments
Nassef Sawiris,7700.0,Egypt,Construction & Engineering
Xu Shihui,7700.0,China,Food & Beverage
Rahel Blocher,7600.0,Switzerland,Manufacturing
Shahid Khan,7600.0,United States,Automotive
Magdalena Martullo-Blocher,7600.0,Switzerland,Manufacturing
Vincent Bolloré & family,7500.0,France,Finance & Investments
Jeffery Hildebrand,7500.0,United States,Energy
Michael Kim,7500.0,United States,Finance & Investments
Richard Kinder,7500.0,United States,Energy
David Shaw,7500.0,United States,Finance & Investments
John Malone,7400.0,United States,Media & Entertainment
Vicky Safra,7400.0,Greece,Finance & Investments
Tim Sweeney,7400.0,United States,Media & Entertainment
Mike Adenuga,7300.0,Nigeria,Diversified
David Green & family,7300.0,United States,Fashion & Retail
"Paul Tudor Jones, II.",7300.0,United States,Finance & Investments
Yuri Milner,7300.0,Israel,Finance & Investments
Henry Samueli,7300.0,United States,Technology
Patrick Soon-Shiong,7300.0,United States,Healthcare
Antonia Ax:son Johnson & family,7200.0,Sweden,Diversified
Michael Kadoorie,7200.0,Hong Kong,Energy
Lin Shu-hong,7200.0,Taiwan,Manufacturing
Niels Peter Louis-Hansen,7200.0,Denmark,Healthcare
Reinhold Schmieding,7200.0,United States,Healthcare
Wee Cho Yaw,7200.0,Singapore,Finance & Investments
Silvio Berlusconi & family,7100.0,Italy,Diversified
Arthur Blank,7100.0,United States,Sports
Qian Dongqi & family,7100.0,China,Manufacturing
J. Christopher Reyes,7100.0,United States,Food & Beverage
Jude Reyes,7100.0,United States,Food & Beverage
Nik Storonsky,7100.0,United Kingdom,Finance & Investments
Zhou Qunfei & family,7100.0,Hong Kong,Technology
Deng Weiming & family,7000.0,China,Manufacturing
Judy Faulkner,7000.0,United States,Technology
Robin Li,7000.0,China,Technology
Carrie Perrodo & family,7000.0,France,Energy
David Reuben,7000.0,United Kingdom,Real Estate
Simon Reuben,7000.0,United Kingdom,Diversified
Seo Jung-jin,7000.0,South Korea,Healthcare
Roman Abramovich,6900.0,Russia,Diversified
Micky Arison,6900.0,United States,Service
Edythe Broad & family,6900.0,United States,Diversified
Terry Gou,6900.0,Taiwan,Technology
Jiang Bin,6900.0,China,Technology
Vinod Khosla,6900.0,United States,Technology
Ralph Lauren,6900.0,United States,Fashion & Retail
Douglas Leone,6900.0,United States,Finance & Investments
Lucia Maggi & family,6900.0,Brazil,Diversified
Horst Julius Pudwill,6900.0,Germany,Manufacturing
Abdulsamad Rabiu,6900.0,Nigeria,Diversified
Harry Stine,6900.0,United States,Food & Beverage
Dennis Washington,6900.0,United States,Logistics
Hasmukh Chudgar & family,6800.0,India,Healthcare
Stanley Druckenmiller,6800.0,United States,Finance & Investments
Jonathan Gray,6800.0,United States,Finance & Investments
Kwon Hyuk-bin,6800.0,South Korea,Technology
Frank Lowy,6800.0,Australia,Real Estate
Ronda Stryker,6800.0,United States,Healthcare
Alejandro Bailleres Gual & siblings,6700.0,Mexico,Diversified
Benu Gopal Bangur,6700.0,India,Manufacturing
James Goodnight,6700.0,United States,Technology
Alain Merieux & family,6700.0,France,Healthcare
Enrique Razon Jr.,6700.0,Philippines,Logistics
Robert F. Smith,6700.0,United States,Finance & Investments
Brian Armstrong,6600.0,United States,Finance & Investments
Dannine Avara,6600.0,United States,Energy
Patrick Drahi,6600.0,France,Telecom
Scott Duncan,6600.0,United States,Energy
Milane Frantz,6600.0,United States,Energy
Andreas Halvorsen,6600.0,Norway,Finance & Investments
Law Kar Po,6600.0,Hong Kong,Real Estate
Nicolas Puech,6600.0,France,Fashion & Retail
Viktor Rashnikov,6600.0,Russia,Manufacturing
Dmitry Rybolovlev,6600.0,Russia,Manufacturing
Randa Duncan Williams,6600.0,United States,Energy
Chen Jianhua,6500.0,China,Manufacturing
John Grayken,6500.0,Ireland,Finance & Investments
Ray Lee Hunt,6500.0,United States,Energy
Philippe Laffont,6500.0,United States,Finance & Investments
"Henry Nicholas, III.",6500.0,United States,Technology
Axel Oberwelland & siblings,6500.0,Germany,Food & Beverage
Cliff Obrecht,6500.0,Australia,Technology
John Overdeck,6500.0,United States,Finance & Investments
Melanie Perkins,6500.0,Australia,Technology
Ruan Hongliang & family,6500.0,China,Manufacturing
David Siegel,6500.0,United States,Finance & Investments
David Velez,6500.0,Colombia,Finance & Investments
Juergen Blickle,6400.0,Germany,Manufacturing
Cheng Xue,6400.0,China,Food & Beverage
Jack Dangermond,6400.0,United States,Technology
Jiang Weiping & family,6400.0,China,Manufacturing
Takahisa Takahara,6400.0,Japan,Fashion & Retail
Orlando Bravo,6300.0,United States,Finance & Investments
Hong Ra-hee,6300.0,South Korea,Technology
"Edward Johnson, IV.",6300.0,United States,Finance & Investments
Li Xiaohua & family,6300.0,China,Manufacturing
Sri Prakash Lohia,6300.0,Indonesia,Manufacturing
Miao Hangen,6300.0,China,Diversified
Bobby Murphy,6300.0,United States,Technology
Wu Jianshu,6300.0,Hong Kong,Automotive
Maria Asuncion Aramburuzabala & family,6200.0,Mexico,Food & Beverage
Melinda French Gates,6200.0,United States,Technology
Bruce Kovner,6200.0,United States,Finance & Investments
Pham Nhat Vuong,6200.0,Vietnam,Diversified
Michal Solowow,6200.0,Poland,Finance & Investments
Leonard Stern,6200.0,United States,Real Estate
Stef Wertheimer & family,6200.0,Israel,Manufacturing
Rocco Commisso,6100.0,United States,Telecom
Jack Dorsey,6100.0,United States,Technology
Lin Li,6100.0,China,Finance & Investments
George Lucas,6100.0,United States,Media & Entertainment
Evan Spiegel,6100.0,United States,Technology
Zhao Yan,6100.0,China,Diversified
Tom Gores,6000.0,United States,Finance & Investments
Leo Koguan,6000.0,United States,Technology
Alexei Kuzmichev,6000.0,Russia,Energy
Fredrik Lundberg,6000.0,Sweden,Real Estate
John Morris,6000.0,United States,Fashion & Retail
Ivar Tollefsen,6000.0,Norway,Real Estate
"John, Alan & Bruce Wilson",6000.0,Australia,Fashion & Retail
Stephen Bisciotti,5900.0,United States,Sports
Mahendra Choksi & family,5900.0,India,Manufacturing
Jian Jun,5900.0,China,Healthcare
Barry Lam,5900.0,Taiwan,Technology
Michael Moritz,5900.0,United States,Technology
Teh Hong Piow,5900.0,Malaysia,Finance & Investments
Gary Wang,5900.0,United States,Finance & Investments
Andre Esteves,5800.0,Brazil,Finance & Investments
Joshua Harris,5800.0,United States,Finance & Investments
Rakesh Jhunjhunwala,5800.0,India,Finance & Investments
Ken Langone,5800.0,United States,Finance & Investments
Ludwig Merckle,5800.0,Germany,Finance & Investments
Sandra Ortega Mera,5800.0,Spain,Fashion & Retail
Terrence Pegula,5800.0,United States,Energy
Karen Pritzker,5800.0,United States,Finance & Investments
Mitchell Rales,5800.0,United States,Manufacturing
Wolfgang Reimann,5800.0,Germany,Fashion & Retail
Matthias Reimann-Andersen,5800.0,Germany,Fashion & Retail
Stefan Reimann-Andersen,5800.0,Germany,Fashion & Retail
Renate Reimann-Haas,5800.0,Germany,Fashion & Retail
Ruan Liping,5800.0,Hong Kong,Manufacturing
Ruan Xueping,5800.0,Hong Kong,Manufacturing
Charles Simonyi,5800.0,United States,Technology
John A. Sobrato & family,5800.0,United States,Real Estate
David Steward,5800.0,United States,Technology
Radovan Vitek,5800.0,Czechia,Real Estate
Les Wexner & family,5800.0,United States,Fashion & Retail
Aloys Wobben,5800.0,Germany,Energy
Sam Zell,5800.0,United States,Real Estate
Anthony Bamford & family,5700.0,United Kingdom,Construction & Engineering
Rainer Blickle,5700.0,Germany,Manufacturing
Clive Calder,5700.0,United Kingdom,Media & Entertainment
Frits Goldschmeding,5700.0,Netherlands,Service
Ananda Krishnan,5700.0,Malaysia,Telecom
Joe Mansueto,5700.0,United States,Finance & Investments
Odd Reitan & family,5700.0,Norway,Fashion & Retail
Antony Ressler,5700.0,United States,Finance & Investments
Tang Xiao'ou,5700.0,Hong Kong,Technology
Tse Ping,5700.0,China,Healthcare
Ken Xie,5700.0,United States,Technology
Tilman Fertitta,5600.0,United States,Food & Beverage
Prajogo Pangestu,5600.0,Indonesia,Diversified
"Edward Roski, Jr.",5600.0,United States,Real Estate
Teddy Sagi,5600.0,Israel,Gambling & Casinos
Thomas Straumann,5600.0,Switzerland,Healthcare
David Sun,5600.0,United States,Technology
John Tu,5600.0,United States,Technology
Erich Wesjohann & family,5600.0,Germany,Food & Beverage
Xu Jinfu,5600.0,China,Manufacturing
Alexander Abramov,5500.0,Russia,Metals & Mining
Neil Bluhm,5500.0,United States,Real Estate
Don Hankey,5500.0,United States,Finance & Investments
Kwee brothers,5500.0,Singapore,Real Estate
Jane Lauder,5500.0,United States,Fashion & Retail
Gwendolyn Sontheim Meyer,5500.0,United States,Food & Beverage
John Reece,5500.0,United Kingdom,Manufacturing
Eric Smidt,5500.0,United States,Fashion & Retail
Viktor Vekselberg,5500.0,Russia,Energy
Ronald Wanek,5500.0,United States,Manufacturing
Rene Benko,5400.0,Austria,Real Estate
John Brown,5400.0,United States,Healthcare
Chen Zhiping,5400.0,China,Manufacturing
Andrew Currie,5400.0,United Kingdom,Manufacturing
Jim Davis & family,5400.0,United States,Manufacturing
Charles Dolan & family,5400.0,United States,Media & Entertainment
Tom Golisano,5400.0,United States,Service
Hui Wing Mau,5400.0,Hong Kong,Real Estate
Daniel Kretinsky,5400.0,Czechia,Energy
Massimiliana Landini Aleotti & family,5400.0,Italy,Healthcare
Joe Lewis,5400.0,United Kingdom,Finance & Investments
Li Chunan,5400.0,China,Manufacturing
Lin Muqin & family,5400.0,China,Food & Beverage
Shigenobu Nagamori,5400.0,Japan,Manufacturing
Kjell Inge Rokke,5400.0,Norway,Logistics
Wang Wenjing,5400.0,China,Technology
Chris Xu,5400.0,China,Fashion & Retail
Samuel Yin,5400.0,Taiwan,Diversified
M.A. Yusuff Ali,5400.0,India,Fashion & Retail
Denise Coates,5300.0,United Kingdom,Gambling & Casinos
Ken Fisher,5300.0,United States,Finance & Investments
Peter Grogg,5300.0,Switzerland,Healthcare
Dietmar Hopp & family,5300.0,Germany,Technology
Sumet Jiaravanon,5300.0,Thailand,Diversified
Nathan Kirsh,5300.0,Eswatini (Swaziland),Fashion & Retail
Forrest Li,5300.0,Singapore,Media & Entertainment
Rudolf Maag,5300.0,Switzerland,Healthcare
Gary Rollins,5300.0,United States,Service
Ugur Sahin,5300.0,Germany,Healthcare
Mark Scheinberg,5300.0,Canada,Gambling & Casinos
Shen Guojun,5300.0,China,Fashion & Retail
Chip Wilson,5300.0,Canada,Fashion & Retail
Zhang Yong,5300.0,Singapore,Food & Beverage
James Chambers,5200.0,United States,Media & Entertainment
Chen Fashu,5200.0,China,Finance & Investments
Jaran Chiaravanont,5200.0,Thailand,Diversified
Ravi Jaipuria,5200.0,India,Food & Beverage
Koon Poh Keong,5200.0,Malaysia,Manufacturing
Li Liangbin,5200.0,China,Manufacturing
Liang Feng,5200.0,China,Manufacturing
Wolfgang Marguerre & family,5200.0,Germany,Healthcare
Katharine Rayner,5200.0,United States,Media & Entertainment
Carlos Rodriguez-Pastor,5200.0,Peru,Finance & Investments
Margaretta Taylor,5200.0,United States,Media & Entertainment
You Xiaoping,5200.0,China,Manufacturing
Eric Yuan & family,5200.0,United States,Technology
Robert Bass,5100.0,United States,Energy
Alexandre Behring,5100.0,Brazil,Finance & Investments
Chan Laiwa & family,5100.0,China,Real Estate
Jeff Greene,5100.0,United States,Real Estate
Montri Jiaravanont,5100.0,Thailand,Diversified
Charles B. Johnson,5100.0,United States,Finance & Investments
Elizabeth Johnson,5100.0,United States,Finance & Investments
Lin Bin,5100.0,United States,Technology
Hiroshi Mikitani,5100.0,Japan,Fashion & Retail
Isaac Perlmutter,5100.0,United States,Media & Entertainment
Michael Pieper,5100.0,Switzerland,Manufacturing
Issad Rebrab & family,5100.0,Algeria,Food & Beverage
Tsai Hong-tu,5100.0,Taiwan,Finance & Investments
Richard Tsai,5100.0,Taiwan,Finance & Investments
Wang Junshi & family,5100.0,China,Manufacturing
Wang Yanqing & family,5100.0,China,Manufacturing
Shari Arison,5000.0,Israel,Service
Alain Bouchard,5000.0,Canada,Fashion & Retail
"Austen Cargill, II.",5000.0,United States,Food & Beverage
"James Cargill, II.",5000.0,United States,Food & Beverage
Ben Chestnut,5000.0,United States,Technology
Wei Fang,5000.0,China,Manufacturing
Leonid Fedun,5000.0,Russia,Energy
Johann Graf,5000.0,Austria,Gambling & Casinos
Huang Chulong,5000.0,Canada,Real Estate
Huang Yi,5000.0,Hong Kong,Automotive
Vladimir Kim,5000.0,Kazakhstan,Metals & Mining
